Ingresa tu edad,2. Disfruto iniciar conversaciones con personas que acabo de conocer.,3. Mantengo mi espacio de trabajo limpio y ordenado de forma constante.,4. Me adapto rápidamente cuando cambian mis planes a última hora.,5. Busco soluciones originales y diferentes cuando me enfrento a un problema.,"6. Persisto en mis tareas hasta terminarlas, incluso cuando se vuelven difíciles.",7. Ofrezco mi ayuda a otros miembros del equipo antes de que me la pidan.,8. Mantengo la calma y la concentración durante situaciones de alta presión.,9. Tomo decisiones con rapidez y seguridad cuando debo elegir entre varias opciones.,10. Me siento cómodo siendo el centro de atención en reuniones o eventos colectivos.,11. Planifico detalladamente mis actividades diarias antes de ejecutarlas.,12. Disfruto probar formas nuevas e inusuales de hacer las cosas cotidianas.,13. Mantengo mi compromiso con una meta a largo plazo a pesar de los obstáculos.,14. Priorizo el bienestar general del grupo por encima de mis opiniones individuales.,15. Recupero el control emocional rápidamente después de un contratiempo.,16. Asumo la responsabilidad directiva para resolver una situación ambigua.,17. Disfruto escuchar música rock.,18. Disfruto escuchar música pop.,19. Disfruto escuchar música electrónica.,20. Disfruto escuchar música clásica o instrumental.,21. Escucho música mientras trabajo o estudio.,22. Escucho música para relajarme.,23. Descubro música nueva con frecuencia.,24. La letra de una canción es importante para mí.,25. Escucho música todos los días.
17,4,3,4,2,2,4,5,1,1,5,1,1,5,2,1,1,2,3,1,5,5,5,5,5
18,1,3,3,1,5,5,3,5,3,3,1,4,1,3,1,1,1,4,5,2,5,5,5,1
36,5,5,5,5,4,3,1,1,5,5,1,2,1,3,1,1,5,5,1,3,5,2,5,5
17,5,1,1,1,4,5,1,3,5,3,1,1,1,2,5,4,1,1,1,5,1,1,5,2
30,2,1,5,5,2,5,4,5,5,2,5,5,5,2,2,1,5,5,1,2,1,1,3,5
34,3,4,5,5,5,5,4,5,1,5,1,2,1,5,1,1,2,3,1,2,5,1,3,3
17,3,2,1,3,5,4,5,3,3,1,5,3,5,5,3,4,5,5,4,5,5,5,2,5
23,1,4,2,1,2,5,1,1,3,1,3,2,4,4,3,3,5,2,2,5,5,4,5,2
17,5,4,5,2,1,5,4,1,3,1,4,1,5,1,1,5,5,1,2,4,5,5,5,5
17,1,1,1,3,4,1,1,3,1,5,1,1,3,5,5,4,2,4,5,5,5,2,5,2
21,1,5,1,1,5,3,4,1,5,3,4,4,1,5,5,1,4,5,1,5,5,5,5,5
17,3,2,2,1,1,5,3,3,3,4,1,4,5,5,2,1,1,5,5,3,5,2,5,1
36,5,1,5,5,2,3,1,5,1,5,5,4,2,5,1,1,4,2,5,1,4,1,4,1
17,1,4,1,5,5,5,5,5,1,1,5,3,5,5,2,1,1,1,2,5,4,3,5,5
18,1,4,4,1,1,5,1,1,4,5,3,5,5,3,4,5,4,1,5,5,4,2,1,2
26,1,5,5,1,1,4,3,5,1,2,3,4,5,5,1,3,1,5,2,4,3,1,5,4
36,5,4,5,3,5,5,5,5,5,2,5,5,5,1,1,5,3,1,5,5,5,3,2,3
17,5,5,5,3,5,4,5,3,3,3,4,1,4,4,2,1,5,2,1,5,5,4,3,3
36,1,1,1,5,5,4,5,5,5,4,5,1,5,5,3,5,1,5,1,5,5,5,1,4
24,1,4,1,2,5,5,1,5,3,2,5,4,2,1,2,5,4,1,2,5,5,5,4,5
17,1,2,1,5,4,3,2,1,1,5,3,1,5,1,1,1,5,5,1,5,5,5,2,5
30,1,4,2,5,2,3,5,2,1,3,2,3,2,3,3,4,5,2,1,5,1,5,5,5
27,5,3,5,5,5,5,1,1,1,3,5,3,5,2,2,5,5,1,2,5,2,5,5,5
17,5,3,1,3,2,1,1,3,2,2,3,5,4,5,2,4,1,3,5,5,1,1,2,1
36,4,3,5,3,1,2,4,4,1,4,4,4,1,2,1,1,4,1,2,5,4,4,1,3
19,2,5,3,1,2,2,4,3,3,1,5,4,1,5,5,5,5,5,1,1,5,5,2,5
25,5,1,1,5,2,3,5,1,1,1,5,5,4,1,5,1,1,1,2,5,3,5,1,4
33,4,1,1,2,5,3,5,1,4,2,4,4,1,5,1,5,1,1,1,3,3,5,5,3
36,5,3,1,4,1,5,5,4,1,4,2,2,3,1,3,5,5,3,1,2,5,5,1,1
32,2,1,1,4,4,3,1,5,5,5,5,5,5,1,1,1,5,1,1,4,3,1,5,1
36,3,4,3,2,5,5,1,1,2,3,5,1,5,4,4,5,1,4,3,1,5,3,2,5
17,1,3,5,1,4,5,5,4,5,1,1,4,1,2,4,4,3,1,1,3,5,5,5,5
22,5,1,5,4,5,2,1,1,5,1,1,1,5,1,2,5,1,2,5,5,5,5,5,5
32,4,1,1,3,5,5,1,4,3,5,1,1,5,1,3,1,5,4,1,5,5,3,1,3
28,1,1,4,5,5,5,5,2,5,1,5,4,1,3,5,5,4,1,1,5,5,3,5,2
17,1,1,5,2,5,1,1,1,1,1,5,5,3,5,1,1,5,4,5,5,5,5,1,4
21,5,5,5,5,5,4,2,1,5,5,2,1,4,5,1,5,1,5,1,5,4,1,1,5
18,5,1,2,1,3,2,3,2,1,4,5,2,5,3,5,1,5,1,2,2,2,5,1,4
17,3,4,5,5,3,5,5,4,3,1,1,5,4,5,3,5,5,3,1,5,3,1,4,5
35,3,1,5,1,4,2,1,1,4,1,5,4,5,5,3,5,4,1,1,4,3,1,3,1
29,4,3,1,4,3,1,4,2,2,5,5,4,1,1,5,5,1,4,5,5,5,4,1,4
17,4,5,2,5,1,3,1,3,5,5,1,1,1,1,5,1,5,2,4,5,5,5,5,4
36,1,1,5,1,1,1,5,1,1,1,1,2,1,2,5,5,1,1,4,5,5,5,5,5
28,5,4,2,4,5,5,1,5,5,1,5,5,5,3,5,5,1,4,1,1,1,5,1,5
35,1,5,1,5,5,1,5,3,5,4,2,3,5,5,5,1,4,5,4,3,5,4,1,5
32,1,2,3,1,1,3,1,1,2,2,5,4,5,5,3,5,5,2,5,5,3,3,5,1
17,5,5,5,5,1,5,1,1,2,4,4,3,1,5,3,1,2,1,5,4,1,1,5,5
17,5,2,3,1,4,5,1,5,1,5,1,1,5,2,3,1,5,4,5,3,3,1,1,5
34,1,1,5,1,5,5,2,4,1,1,1,5,5,1,4,5,5,1,1,1,5,4,2,5
32,2,5,5,5,1,3,5,1,2,2,2,5,2,4,1,1,4,1,4,4,3,5,5,2
24,1,5,2,2,3,4,5,5,3,1,2,5,5,5,4,4,5,5,5,5,3,5,5,5
25,4,4,2,1,5,5,1,3,5,1,4,4,3,1,3,4,5,4,1,5,4,5,4,4
17,3,5,4,3,2,1,5,3,5,5,4,5,4,1,4,2,5,1,1,4,4,5,4,1
17,5,2,4,5,4,5,1,2,4,3,5,1,5,1,2,5,1,1,5,5,2,5,1,4
31,2,1,5,1,2,1,3,1,3,1,5,4,5,3,1,2,1,4,5,1,5,3,5,3
21,4,4,3,1,5,5,3,1,1,5,5,5,3,1,4,4,5,5,1,3,5,1,2,5
21,5,4,1,5,1,1,4,1,1,2,2,1,5,3,4,5,2,1,5,4,5,5,1,5
36,4,3,5,5,1,5,1,5,1,5,5,3,2,2,2,5,2,5,3,5,1,5,5,4
35,2,5,5,3,3,5,1,1,2,1,2,2,5,3,5,5,5,5,5,4,1,1,2,4
35,4,2,1,1,1,1,4,5,5,1,1,2,1,1,5,1,1,5,1,5,3,1,1,5
36,5,1,2,5,1,3,1,3,4,5,1,4,1,1,1,5,3,4,5,5,4,5,5,5
24,5,5,3,5,5,2,1,4,3,1,1,5,3,1,1,1,4,5,5,5,5,1,1,1
33,5,5,1,5,1,2,5,5,3,2,5,3,5,4,3,1,3,1,2,1,4,3,1,5
20,1,2,5,1,1,4,5,1,1,1,1,4,1,5,4,2,5,5,3,5,4,1,5,4
28,2,5,3,3,5,1,5,5,1,2,5,4,5,1,5,1,3,1,1,3,5,5,3,1
22,5,3,4,3,1,5,5,1,1,3,3,3,1,5,4,5,5,5,5,2,5,5,3,5
25,5,4,4,4,3,5,1,1,2,3,1,1,4,2,3,5,4,1,3,5,5,4,5,5
32,1,3,1,5,1,4,3,1,5,2,1,5,5,5,1,1,5,5,1,2,5,3,5,5
17,5,5,1,5,5,3,1,1,5,4,4,4,1,1,1,1,1,5,1,2,5,5,1,5
36,1,5,5,1,5,5,1,2,5,3,1,4,1,1,3,1,1,4,4,1,1,5,2,5
17,2,4,4,5,1,5,2,4,1,3,5,1,4,4,5,1,4,5,5,5,5,1,2,2
17,5,1,4,4,1,5,5,5,5,1,5,2,2,4,3,4,1,4,1,5,1,1,4,1
36,5,1,5,5,2,1,4,3,1,5,1,3,5,3,1,2,5,1,5,3,5,4,4,5
34,3,5,4,5,3,1,1,1,5,4,4,1,1,1,4,1,4,5,4,1,1,4,5,3
32,5,2,5,1,5,3,2,4,1,1,5,1,2,5,1,5,5,1,5,1,3,1,3,1
32,5,3,5,3,5,1,3,3,1,5,5,2,3,2,3,1,3,5,3,5,3,4,1,4
24,2,4,5,1,5,4,1,5,5,5,1,5,1,2,5,5,2,5,3,2,2,2,2,5
17,1,5,4,1,1,5,5,5,2,3,3,2,5,5,1,1,4,5,3,5,3,4,5,4
25,1,4,2,4,1,5,3,3,1,3,5,1,1,4,5,2,5,5,5,5,5,5,3,2
17,1,2,4,5,5,5,1,1,5,1,3,1,5,5,5,1,3,5,3,5,2,5,5,4
36,5,2,1,1,1,5,1,1,5,1,4,2,1,2,5,5,3,3,5,2,5,5,3,4
22,5,3,2,3,5,5,5,1,1,5,4,3,1,2,1,1,5,1,2,1,1,2,5,1
17,5,5,4,5,4,5,2,2,4,1,5,5,1,1,3,3,1,1,4,5,4,5,4,4
20,1,4,4,4,4,5,5,4,3,3,2,5,5,2,5,5,5,5,1,2,5,4,1,1
29,5,3,3,3,1,1,5,5,1,1,1,5,4,1,1,1,1,2,5,2,1,1,3,5
17,5,5,1,1,2,5,5,3,1,4,1,5,5,1,5,1,5,5,1,5,1,5,5,1
17,5,3,5,4,5,4,2,3,5,2,4,5,2,3,3,2,5,1,2,5,5,5,5,5
27,1,1,5,1,3,3,1,3,1,4,1,1,3,5,5,1,1,5,2,1,5,4,1,3
27,5,5,5,1,2,3,4,1,4,1,2,5,1,2,4,1,4,1,2,5,4,1,5,3
17,3,5,4,5,5,2,5,1,4,3,4,5,2,4,5,1,5,1,5,5,3,4,4,5
18,2,5,3,5,3,5,3,1,5,5,1,2,4,1,1,5,3,3,2,1,5,1,2,2
27,5,1,1,4,4,1,1,1,1,5,4,1,4,3,4,1,3,2,5,3,4,5,3,5
17,1,3,5,4,1,2,1,4,4,3,5,2,5,1,1,5,1,5,1,2,5,5,4,2
17,3,5,4,5,3,1,3,1,2,1,5,3,1,1,4,1,5,3,4,5,1,4,5,3
17,5,5,4,4,1,4,1,2,1,2,1,4,4,2,4,1,2,5,1,3,1,3,5,5
21,5,4,2,5,1,2,1,4,1,5,4,4,2,5,2,5,5,2,5,5,2,3,5,1
28,3,1,2,3,5,2,3,5,1,5,4,1,3,4,1,1,5,1,3,5,5,4,5,1
36,3,1,5,5,1,1,1,1,5,4,2,5,3,3,2,1,5,1,3,5,5,1,3,5
35,1,5,1,4,3,5,5,5,3,1,4,2,2,3,3,1,4,5,5,5,5,1,5,4
22,3,5,5,4,5,3,1,5,3,3,4,3,1,1,4,5,2,4,1,5,5,5,5,5
24,1,3,5,1,1,1,4,1,1,5,3,5,1,1,5,1,5,1,5,4,1,3,4,5
17,5,5,2,4,5,3,3,1,1,5,1,2,2,4,5,2,2,2,1,3,5,4,5,4
33,1,1,1,1,2,5,3,5,1,4,3,2,1,1,2,2,5,4,4,1,5,4,2,5
20,5,1,1,2,1,3,1,2,1,5,5,3,3,5,5,5,1,5,1,1,1,5,5,5
28,5,1,1,1,5,4,1,5,5,3,2,1,2,2,5,2,5,5,1,2,5,1,2,1
17,5,1,5,1,3,4,5,1,5,3,5,2,1,1,1,5,5,1,3,5,2,1,5,1
31,3,5,4,5,2,1,4,2,1,2,3,5,5,5,5,3,5,5,5,5,5,2,5,5
36,5,1,5,5,1,5,2,1,1,4,1,5,3,1,1,5,1,3,3,5,5,5,2,4
23,3,5,1,5,5,1,5,2,1,5,3,5,1,1,1,5,1,5,5,5,5,2,5,5
29,1,5,2,1,1,5,5,3,2,5,3,5,4,1,1,3,1,1,4,1,5,3,5,3
33,5,5,5,4,5,5,5,5,1,1,5,5,2,1,3,1,5,1,2,4,5,5,1,4
19,3,5,3,1,3,3,4,2,5,1,5,1,1,1,2,4,2,1,5,2,3,1,5,3
27,1,5,1,2,5,4,1,5,1,5,1,4,4,5,2,5,4,1,5,2,5,2,4,5
24,2,1,3,1,1,3,3,5,4,3,1,3,1,5,5,1,3,5,1,5,5,5,2,5
25,2,5,1,5,1,4,5,5,3,4,1,4,4,5,3,3,1,4,5,3,4,5,5,3
17,5,4,4,2,2,5,5,4,1,4,2,4,1,5,5,5,3,1,2,5,2,2,5,1
24,5,5,3,5,3,1,1,1,1,5,1,4,1,1,5,5,4,5,1,4,1,5,4,5
30,5,1,5,3,2,5,4,4,1,2,5,3,3,2,5,5,5,4,5,5,5,4,3,4
36,4,4,1,5,5,5,1,5,1,5,5,5,1,5,3,5,1,5,5,5,5,3,5,5
36,5,4,2,1,5,4,2,3,5,4,3,1,3,4,5,1,2,5,5,5,2,4,5,5
36,5,2,5,5,4,2,5,5,5,1,5,3,5,1,3,5,5,2,5,2,5,2,2,3
17,4,4,1,5,5,5,5,5,1,1,4,5,5,1,5,5,4,1,2,3,3,1,4,5
35,2,5,1,5,3,4,1,4,3,1,5,4,5,5,5,1,4,1,5,4,4,3,1,2
26,4,2,4,5,1,4,3,5,5,5,5,3,5,3,1,1,1,5,5,4,4,1,5,1
36,3,5,5,4,3,5,2,4,3,5,5,5,2,2,2,5,5,4,5,5,3,4,5,5
17,3,1,2,3,5,5,5,1,1,4,1,1,1,3,5,1,5,5,3,5,5,5,5,4
17,5,5,2,1,5,3,4,1,1,2,1,1,5,2,2,1,5,2,3,2,5,5,1,5
17,1,5,5,2,5,4,1,5,5,1,5,5,1,3,3,5,3,1,1,5,1,5,5,5
17,5,5,5,5,1,5,5,1,2,5,1,4,3,5,5,5,1,5,5,3,5,3,5,5
17,5,5,1,3,2,2,5,2,1,1,2,3,5,3,3,4,5,1,1,3,5,5,3,1
17,1,5,4,5,1,2,5,1,1,3,5,1,5,1,5,3,4,5,5,1,5,5,5,2
26,1,5,5,1,5,3,5,5,1,5,2,4,5,3,5,1,1,1,5,3,5,5,5,3
28,3,3,3,1,2,1,5,5,1,2,1,5,4,2,1,4,1,2,5,3,4,2,5,2
36,2,1,1,3,3,2,2,1,1,1,5,1,1,1,2,5,1,1,3,5,5,1,4,5
36,5,5,1,1,5,2,5,3,5,1,5,5,5,5,5,4,5,2,5,4,5,5,5,5
17,1,1,3,2,5,3,2,1,5,5,3,3,4,3,3,5,1,1,5,5,3,1,1,5
17,3,1,5,3,4,5,2,4,3,4,5,4,2,1,1,1,4,5,1,1,5,3,1,3
30,5,5,1,4,3,5,5,4,1,1,1,1,2,1,1,3,5,1,1,5,3,1,4,5
17,5,3,4,3,1,4,1,5,4,1,3,5,2,3,4,1,3,1,1,5,4,1,5,5
36,5,5,1,4,5,5,3,4,5,1,3,5,3,4,5,1,4,5,5,1,3,1,5,5
36,5,1,1,5,3,4,5,5,5,1,1,3,1,2,5,2,1,5,1,2,5,5,1,2
18,2,2,1,5,5,1,1,1,3,5,5,3,5,2,5,4,5,5,5,3,5,5,5,5
17,1,5,2,1,5,1,1,1,2,3,1,3,5,1,1,5,5,1,5,4,5,2,5,5
36,4,4,5,5,2,5,1,2,3,5,4,2,3,3,1,5,1,5,5,2,4,5,1,5
22,4,1,1,5,1,5,2,1,5,3,5,2,2,1,1,4,1,2,2,4,1,5,4,5
36,1,4,4,5,4,5,4,1,5,3,5,3,3,1,1,5,5,5,3,5,4,3,5,5
17,4,5,1,1,1,3,1,1,1,1,5,5,4,1,3,3,5,5,5,3,4,1,5,1
17,5,2,3,4,3,1,5,1,1,5,5,5,2,5,3,5,5,1,5,5,5,3,4,4
24,1,5,2,1,5,1,2,1,1,1,3,5,5,1,5,5,5,4,1,5,2,3,5,1
25,5,1,5,4,1,1,4,4,1,1,1,4,1,4,5,5,4,4,2,1,1,1,4,5
18,5,3,2,5,4,5,4,1,5,2,4,1,1,4,4,1,5,1,2,2,5,5,5,4
32,5,5,5,1,5,3,5,2,1,1,3,3,5,5,3,1,5,5,1,5,3,4,5,4
17,5,4,5,1,5,5,1,5,4,2,1,5,4,5,4,4,5,5,1,2,5,5,5,5
22,1,5,1,5,1,5,5,1,1,1,1,1,1,3,1,4,1,1,5,1,3,4,1,3
26,1,5,5,1,5,5,2,2,1,2,1,5,4,2,3,5,5,4,2,5,4,5,3,3
31,2,5,2,2,5,1,1,4,2,1,1,5,1,1,3,4,3,1,1,5,3,3,1,4
36,1,1,4,5,1,5,3,1,4,5,1,5,2,2,3,3,1,5,5,5,1,4,1,1
17,3,3,1,2,5,2,5,1,2,4,3,5,5,5,3,1,5,1,4,3,5,3,1,3
17,5,1,5,3,5,4,5,4,1,1,1,4,5,5,2,4,2,2,4,5,2,2,4,1
36,1,1,5,5,1,1,5,4,3,2,1,5,4,4,1,5,4,5,1,2,5,5,1,2
28,4,1,3,4,1,5,5,5,1,5,4,2,1,5,5,5,5,4,4,1,4,1,1,5
17,1,4,5,4,3,1,1,3,5,2,4,5,2,5,5,5,5,5,1,5,3,5,3,5
36,1,4,3,3,5,1,4,5,2,1,4,5,3,5,1,5,2,1,1,5,1,2,1,2
25,5,5,5,4,5,5,3,2,1,3,5,4,5,3,2,1,5,5,1,5,5,2,5,4
36,1,1,3,3,5,5,5,4,5,1,4,5,1,5,5,1,5,5,5,4,3,4,2,1
25,5,3,4,5,5,1,3,5,5,4,2,2,1,2,3,1,5,5,5,5,5,1,1,4
36,1,1,3,2,5,3,2,1,1,3,3,3,5,5,4,2,5,5,4,5,5,1,5,5
36,5,5,3,3,2,2,1,4,1,5,4,4,5,5,5,1,5,3,5,5,5,1,1,5
21,1,1,4,1,3,3,4,5,4,5,5,3,3,5,4,5,2,1,3,5,5,3,5,4
36,1,3,1,3,5,5,4,4,3,5,3,4,5,3,4,1,5,1,3,1,4,1,5,5
32,5,5,2,1,1,5,1,5,5,3,1,1,1,1,1,1,4,5,5,5,2,5,2,1
20,5,2,2,1,5,4,4,1,1,5,2,5,1,1,4,5,5,5,5,5,5,5,1,2
17,2,5,4,4,1,3,4,3,5,4,3,4,5,3,3,1,2,1,5,5,5,1,5,5
33,4,5,3,4,5,5,5,3,1,1,5,2,5,5,5,3,5,1,1,5,3,5,5,1
36,5,4,5,5,3,1,5,1,2,3,1,1,5,2,5,4,5,3,3,2,1,5,3,5
17,5,5,5,2,3,1,3,1,1,1,1,3,1,5,3,1,5,2,4,5,1,5,3,5
17,2,1,2,4,5,1,1,1,1,1,4,5,4,5,4,5,1,3,5,5,5,2,5,5
17,1,2,5,5,1,5,1,5,2,1,5,5,5,2,1,5,5,5,4,5,5,3,3,5
20,1,4,5,5,4,2,5,5,5,3,2,2,4,5,1,5,2,5,5,4,5,2,5,1
33,5,1,1,1,3,1,3,4,1,5,5,1,5,1,5,1,5,5,5,4,2,2,5,1
36,5,4,5,4,5,5,5,5,1,5,5,5,2,1,1,3,1,5,5,1,1,1,4,1
25,1,5,1,4,5,1,5,2,1,1,3,2,3,1,4,3,5,1,2,3,5,3,5,3
36,1,4,5,3,1,3,5,5,5,2,4,4,4,1,3,4,4,2,1,5,4,1,5,5
17,5,1,5,1,1,5,5,3,1,4,5,4,5,4,5,1,5,5,4,1,5,3,1,5
17,1,4,1,4,1,5,1,3,1,3,3,4,2,3,3,3,5,5,5,5,3,1,2,3
23,5,5,1,5,3,3,4,2,5,5,1,5,5,3,5,1,5,5,1,3,1,4,5,3
29,2,5,5,2,4,3,1,5,2,2,5,1,5,5,3,4,1,5,5,5,5,2,2,2
24,2,4,3,2,4,5,1,2,1,5,5,1,1,1,5,1,3,5,5,5,5,5,5,1
17,4,5,1,4,5,5,5,5,1,3,1,2,3,1,1,1,4,1,4,5,5,5,4,2
23,1,5,5,4,5,4,1,1,2,5,4,5,5,4,1,5,5,3,3,5,5,5,1,1
17,5,2,5,5,5,4,1,1,5,2,3,5,5,1,3,1,5,3,1,1,5,1,1,5
33,5,2,5,1,5,1,1,5,2,3,2,5,5,1,1,1,1,5,1,5,5,1,5,5
29,5,3,5,5,5,1,5,3,5,1,1,3,1,5,3,5,1,4,1,5,4,3,4,5
17,2,4,5,5,5,3,1,2,2,1,4,1,4,5,2,4,5,1,2,2,3,5,5,1
17,1,2,3,3,5,2,1,5,4,2,3,1,5,5,5,5,5,5,5,5,5,1,2,1
17,1,2,1,4,5,5,1,1,5,3,4,2,1,4,1,2,4,1,3,5,2,1,4,1
23,1,5,1,5,5,4,2,2,4,5,5,3,1,5,4,5,4,1,1,5,5,4,5,4
36,3,2,4,5,2,1,5,5,1,2,4,5,1,5,5,1,5,1,1,3,4,4,3,5
17,4,3,1,1,1,4,2,5,5,1,4,5,5,1,3,5,1,5,5,4,1,5,3,3
31,5,1,1,5,3,2,5,5,1,5,2,4,1,5,4,3,4,5,5,5,5,5,5,5
17,1,4,1,3,5,5,3,2,4,5,5,1,5,4,1,1,4,5,5,3,1,5,1,5
17,5,1,3,4,4,4,1,5,1,1,1,1,4,5,2,5,1,5,5,2,1,4,5,5
23,5,5,5,4,1,1,4,1,3,4,1,4,5,4,1,4,3,5,1,2,5,4,5,5
17,2,3,5,3,3,5,4,1,5,5,1,5,4,5,5,1,5,4,2,5,3,5,5,5
17,1,5,5,5,3,2,5,1,2,3,5,4,4,4,5,1,1,5,5,5,2,1,1,1
17,5,3,5,3,3,1,5,5,5,4,5,1,5,1,5,3,4,1,5,4,1,5,2,5
36,2,5,5,1,5,5,4,1,5,1,5,5,5,5,5,4,1,4,1,5,1,1,5,3
24,3,5,5,2,5,4,5,2,3,4,1,4,5,1,1,1,5,1,5,1,5,3,5,1
17,4,1,3,4,2,5,3,1,5,2,5,1,1,5,1,5,1,5,4,5,5,3,5,5
27,1,1,3,2,5,5,3,5,4,1,3,2,3,3,5,1,3,3,1,1,4,5,5,3
23,2,5,5,5,5,3,5,2,3,4,1,5,5,5,4,1,5,3,1,4,4,1,2,1
21,5,2,2,1,4,2,1,1,5,1,5,3,5,5,2,5,1,1,3,5,5,4,5,3
32,5,5,5,5,5,2,5,4,2,5,1,5,5,4,1,3,5,5,1,4,4,5,5,2
34,5,3,5,4,5,5,3,1,1,1,2,5,1,5,5,5,1,5,1,1,1,5,5,2
17,1,5,5,5,1,4,2,1,5,1,3,2,1,4,1,4,1,5,2,4,5,2,5,4
17,2,5,3,3,5,5,2,1,2,1,5,3,1,1,2,3,5,1,3,4,5,3,5,5
20,2,5,2,5,1,3,4,1,5,3,1,4,4,3,5,2,1,1,3,5,1,2,5,2
17,5,5,5,5,1,1,3,3,1,4,5,2,2,1,3,5,2,4,1,1,3,3,5,5
17,4,3,1,5,4,1,2,1,3,1,5,1,1,4,5,1,2,1,2,5,4,1,3,5
36,4,2,5,5,1,5,1,1,2,1,3,5,1,1,4,1,5,5,1,1,5,1,1,5
36,5,4,3,5,4,5,1,3,1,3,5,5,2,1,1,5,4,1,4,1,1,5,2,5
21,2,3,4,3,5,1,1,1,1,5,3,5,1,5,5,2,3,2,1,5,3,4,3,4
31,2,5,1,2,1,5,2,5,5,1,3,5,1,5,3,1,1,5,2,5,1,5,1,5
28,1,1,1,4,5,1,4,5,4,4,5,2,5,3,1,5,3,5,5,5,3,4,4,5
36,1,5,1,5,1,2,5,1,5,1,4,5,3,4,1,2,5,4,1,5,3,5,1,1
36,1,5,5,3,4,4,2,4,5,4,1,1,2,2,4,3,4,5,5,4,4,5,1,5
22,1,4,5,5,2,1,1,5,5,5,1,1,5,5,5,1,5,1,5,5,5,1,4,5
17,5,5,1,5,5,3,1,1,1,4,3,1,5,1,1,4,5,1,1,1,2,1,3,3
17,3,4,1,1,5,1,4,1,1,5,1,2,5,1,5,4,5,2,3,2,5,3,5,5
27,4,5,5,1,5,5,5,3,3,5,2,2,5,2,4,5,5,5,1,1,5,4,2,2
17,3,4,2,3,3,3,5,2,4,5,3,5,4,2,1,1,4,5,3,5,5,2,3,1
17,4,3,4,4,2,5,5,2,1,3,3,4,1,3,5,1,5,1,3,5,4,5,5,1
17,5,5,4,2,3,3,5,4,5,5,1,1,1,1,1,5,5,5,1,5,3,5,5,1
17,1,5,1,5,5,1,2,1,5,1,2,2,2,4,2,4,5,2,5,5,4,4,1,5
36,5,1,4,4,5,1,5,1,1,2,5,3,5,1,1,1,1,5,4,5,5,4,5,1
35,1,5,5,3,5,1,2,3,1,3,5,1,3,4,5,5,3,1,1,5,1,5,5,2
24,3,3,1,1,1,5,3,4,1,1,4,4,1,5,5,1,5,3,5,3,5,1,5,2
36,5,5,1,1,4,5,1,1,1,1,3,2,1,1,1,5,5,2,1,1,5,4,1,3
25,4,5,5,4,1,5,5,5,2,5,3,5,4,3,5,1,4,5,1,1,4,5,5,1
17,4,5,5,1,5,5,1,1,1,1,4,4,3,4,1,5,1,4,1,1,4,2,2,5
36,5,3,4,5,1,5,3,1,5,2,4,5,5,2,5,1,3,3,5,5,1,1,5,1
31,1,2,1,1,5,2,5,2,1,5,4,1,5,5,5,5,5,5,4,3,3,3,3,5
17,5,3,1,5,2,5,1,1,5,5,5,5,5,5,5,2,3,5,5,2,5,4,3,2
21,5,5,2,5,1,2,5,1,3,5,1,5,4,5,4,1,4,5,4,1,4,1,5,4
17,2,1,5,3,5,2,4,5,5,3,3,1,1,1,1,3,5,4,5,2,3,5,5,4
17,2,2,2,3,3,3,5,1,2,4,4,2,5,1,3,5,3,2,3,4,1,2,5,5
